kind	frame	raw_tick	ly	line_tick	dot	state	x	screen_x	addr	byte	raw_color	palette_kind	palette_reg	palette_value	io_scy	io_lcdc	io_wx	pos	conflict	norm_dot
pixel	90	13175360	0	193	96.5		44	44			0	BG	FF47	00	00	83	00	44		50.0
fetch	90	13175360	0	193	96.5	GET_TILE_DATA_HIGH_T1	4	45							00	83	00	45		50.0
pixel	90	13175360	0	193	96.5		45	45			0	BG	FF47	00	00	83	00	45		50.0
pixel	90	13175360	0	193	96.5		46	46			0	BG	FF47	00	00	83	00	46		50.0
pixel	90	13175368	0	201	100.5		47	47			0	BG	FF47	00	00	83	00	47		54.0
pixel	90	13175368	0	201	100.5		48	48			0	BG	FF47	00	00	83	00	48		54.0
fetch	90	13175368	0	201	100.5	GET_TILE_T1	0	49							00	83	00	49		54.0
pixel	90	13175368	0	201	100.5		49	49			0	BG	FF47	00	00	83	00	49		54.0
pixel	90	13175368	0	201	100.5		50	50			0	BG	FF47	00	00	83	00	50		54.0
fetch	90	13175368	0	201	100.5	GET_TILE_DATA_LOWER_T1	2	51							00	83	00	51		54.0
pixel	90	13175376	0	209	104.5		51	51			0	BG	FF47	00	00	83	00	51		58.0
pixel	90	13175376	0	209	104.5		52	52			0	BG	FF47	00	00	83	00	52		58.0
fetch	90	13175376	0	209	104.5	GET_TILE_DATA_HIGH_T1	4	53							00	83	00	53		58.0
pixel	90	13175376	0	209	104.5		53	53			0	BG	FF47	00	00	83	00	53		58.0
pixel	90	13175376	0	209	104.5		54	54			0	BG	FF47	00	00	83	00	54		58.0
pixel	90	13175384	0	217	108.5		55	55			0	BG	FF47	00	00	83	00	55		62.0
pixel	90	13175384	0	217	108.5		56	56			0	BG	FF47	00	00	83	00	56		62.0
fetch	90	13175384	0	217	108.5	GET_TILE_T1	0	57							00	83	00	57		62.0
pixel	90	13175384	0	217	108.5		57	57			0	BG	FF47	00	00	83	00	57		62.0
pixel	90	13175384	0	217	108.5		58	58			0	BG	FF47	00	00	83	00	58		62.0
fetch	90	13175384	0	217	108.5	GET_TILE_DATA_LOWER_T1	2	59							00	83	00	59		62.0
pixel	90	13175392	0	225	112.5		59	59			0	BG	FF47	00	00	83	00	59		66.0
pixel	90	13175392	0	225	112.5		60	60			0	BG	FF47	00	00	83	00	60		66.0
fetch	90	13175392	0	225	112.5	GET_TILE_DATA_HIGH_T1	4	61							00	83	00	61		66.0
pixel	90	13175392	0	225	112.5		61	61			0	BG	FF47	00	00	83	00	61		66.0
pixel	90	13175392	0	225	112.5		62	62			0	BG	FF47	00	00	83	00	62		66.0
pixel	90	13175400	0	233	116.5		63	63			0	BG	FF47	00	00	83	00	63		70.0
pixel	90	13175400	0	233	116.5		64	64			0	BG	FF47	00	00	83	00	64		70.0
fetch	90	13175400	0	233	116.5	GET_TILE_T1	0	65							00	83	00	65		70.0
pixel	90	13175400	0	233	116.5		65	65			0	BG	FF47	00	00	83	00	65		70.0
pixel	90	13175400	0	233	116.5		66	66			0	BG	FF47	00	00	83	00	66		70.0
fetch	90	13175400	0	233	116.5	GET_TILE_DATA_LOWER_T1	2	67							00	83	00	67		70.0
pixel	90	13175408	0	241	120.5		67	67			0	BG	FF47	00	00	83	00	67		74.0
pixel	90	13175408	0	241	120.5		68	68			0	BG	FF47	00	00	83	00	68		74.0
fetch	90	13175408	0	241	120.5	GET_TILE_DATA_HIGH_T1	4	69							00	83	00	69		74.0
pixel	90	13175408	0	241	120.5		69	69			0	BG	FF47	00	00	83	00	69		74.0
pixel	90	13175408	0	241	120.5		70	70			0	BG	FF47	00	00	83	00	70		74.0
pixel	90	13175412	0	245	122.5		71	71			0	BG	FF47	00	00	83	00	71		76.0
pixel	90	13175412	0	245	122.5		72	72			0	BG	FF47	00	00	83	00	72		76.0
fetch	90	13175412	0	245	122.5	GET_TILE_T1	0	73							00	83	00	73		76.0
pixel	90	13175414	0	247	123.5		73	73			0	BG	FF47	02	00	83	00	73		77.0
write	90	13175414	0	247	123.5				FF47	02					00	83	00		PALETTE_DMG	77.0
pixel	90	13175424	0	257	128.5		74	74			0	BG	FF47	02	00	83	00	74		82.0
fetch	90	13175424	0	257	128.5	GET_TILE_DATA_LOWER_T1	2	75							00	83	00	75		82.0
pixel	90	13175424	0	257	128.5		75	75			0	BG	FF47	02	00	83	00	75		82.0
pixel	90	13175424	0	257	128.5		76	76			0	BG	FF47	02	00	83	00	76		82.0
fetch	90	13175424	0	257	128.5	GET_TILE_DATA_HIGH_T1	4	77							00	83	00	77		82.0
pixel	90	13175424	0	257	128.5		77	77			0	BG	FF47	02	00	83	00	77		82.0
pixel	90	13175424	0	257	128.5		78	78			0	BG	FF47	02	00	83	00	78		82.0
pixel	90	13175432	0	265	132.5		79	79			0	BG	FF47	02	00	83	00	79		86.0
pixel	90	13175432	0	265	132.5		80	80			0	BG	FF47	02	00	83	00	80		86.0
fetch	90	13175432	0	265	132.5	GET_TILE_T1	0	81							00	83	00	81		86.0
pixel	90	13175432	0	265	132.5		81	81			0	BG	FF47	02	00	83	00	81		86.0
pixel	90	13175432	0	265	132.5		82	82			0	BG	FF47	02	00	83	00	82		86.0
fetch	90	13175432	0	265	132.5	GET_TILE_DATA_LOWER_T1	2	83							00	83	00	83		86.0
pixel	90	13175436	0	269	134.5		83	83			0	BG	FF47	02	00	83	00	83		88.0
pixel	90	13175436	0	269	134.5		84	84			0	BG	FF47	02	00	83	00	84		88.0
fetch	90	13175436	0	269	134.5	GET_TILE_DATA_HIGH_T1	4	85							00	83	00	85		88.0
pixel	90	13175438	0	271	135.5		85	85			0	BG	FF47	02	00	83	00	85		89.0
write	90	13175438	0	271	135.5				FF47	00					00	83	00		PALETTE_DMG	89.0
pixel	90	13175448	0	281	140.5		86	86			0	BG	FF47	00	00	83	00	86		94.0
pixel	90	13175448	0	281	140.5		87	87			0	BG	FF47	00	00	83	00	87		94.0
pixel	90	13175448	0	281	140.5		88	88			0	BG	FF47	00	00	83	00	88		94.0
fetch	90	13175448	0	281	140.5	GET_TILE_T1	0	89							00	83	00	89		94.0
pixel	90	13175448	0	281	140.5		89	89			0	BG	FF47	00	00	83	00	89		94.0
pixel	90	13175448	0	281	140.5		90	90			0	BG	FF47	00	00	83	00	90		94.0
fetch	90	13175448	0	281	140.5	GET_TILE_DATA_LOWER_T1	2	91							00	83	00	91		94.0
pixel	90	13175456	0	289	144.5		91	91			0	BG	FF47	00	00	83	00	91		98.0
pixel	90	13175456	0	289	144.5		92	92			0	BG	FF47	00	00	83	00	92		98.0
fetch	90	13175456	0	289	144.5	GET_TILE_DATA_HIGH_T1	4	93							00	83	00	93		98.0
pixel	90	13175456	0	289	144.5		93	93			0	BG	FF47	00	00	83	00	93		98.0
pixel	90	13175456	0	289	144.5		94	94			0	BG	FF47	00	00	83	00	94		98.0
pixel	90	13175464	0	297	148.5		95	95			0	BG	FF47	00	00	83	00	95		102.0
pixel	90	13175464	0	297	148.5		96	96			0	BG	FF47	00	00	83	00	96		102.0
fetch	90	13175464	0	297	148.5	GET_TILE_T1	0	97							00	83	00	97		102.0
pixel	90	13175464	0	297	148.5		97	97			0	BG	FF47	00	00	83	00	97		102.0
pixel	90	13175464	0	297	148.5		98	98			0	BG	FF47	00	00	83	00	98		102.0
fetch	90	13175464	0	297	148.5	GET_TILE_DATA_LOWER_T1	2	99							00	83	00	99		102.0
pixel	90	13175472	0	305	152.5		99	99			0	BG	FF47	00	00	83	00	99		106.0
pixel	90	13175472	0	305	152.5		100	100			0	BG	FF47	00	00	83	00	100		106.0
fetch	90	13175472	0	305	152.5	GET_TILE_DATA_HIGH_T1	4	101							00	83	00	101		106.0
pixel	90	13175472	0	305	152.5		101	101			0	BG	FF47	00	00	83	00	101		106.0
pixel	90	13175472	0	305	152.5		102	102			0	BG	FF47	00	00	83	00	102		106.0
pixel	90	13175480	0	313	156.5		103	103			0	BG	FF47	00	00	83	00	103		110.0
pixel	90	13175480	0	313	156.5		104	104			0	BG	FF47	00	00	83	00	104		110.0
fetch	90	13175480	0	313	156.5	GET_TILE_T1	0	105							00	83	00	105		110.0
pixel	90	13175480	0	313	156.5		105	105			0	BG	FF47	00	00	83	00	105		110.0
pixel	90	13175480	0	313	156.5		106	106			0	BG	FF47	00	00	83	00	106		110.0
fetch	90	13175480	0	313	156.5	GET_TILE_DATA_LOWER_T1	2	107							00	83	00	107		110.0
pixel	90	13175488	0	321	160.5		107	107			0	BG	FF47	00	00	83	00	107		114.0
pixel	90	13175488	0	321	160.5		108	108			0	BG	FF47	00	00	83	00	108		114.0
fetch	90	13175488	0	321	160.5	GET_TILE_DATA_HIGH_T1	4	109							00	83	00	109		114.0
pixel	90	13175488	0	321	160.5		109	109			0	BG	FF47	00	00	83	00	109		114.0
pixel	90	13175488	0	321	160.5		110	110			0	BG	FF47	00	00	83	00	110		114.0
pixel	90	13175496	0	329	164.5		111	111			0	BG	FF47	00	00	83	00	111		118.0
pixel	90	13175496	0	329	164.5		112	112			0	BG	FF47	00	00	83	00	112		118.0
fetch	90	13175496	0	329	164.5	GET_TILE_T1	0	113							00	83	00	113		118.0
pixel	90	13175496	0	329	164.5		113	113			0	BG	FF47	00	00	83	00	113		118.0
pixel	90	13175496	0	329	164.5		114	114			0	BG	FF47	00	00	83	00	114		118.0
fetch	90	13175496	0	329	164.5	GET_TILE_DATA_LOWER_T1	2	115							00	83	00	115		118.0
pixel	90	13175504	0	337	168.5		115	115			0	BG	FF47	00	00	83	00	115		122.0
pixel	90	13175504	0	337	168.5		116	116			0	BG	FF47	00	00	83	00	116		122.0
fetch	90	13175504	0	337	168.5	GET_TILE_DATA_HIGH_T1	4	117							00	83	00	117		122.0
pixel	90	13175504	0	337	168.5		117	117			0	BG	FF47	00	00	83	00	117		122.0
pixel	90	13175504	0	337	168.5		118	118			0	BG	FF47	00	00	83	00	118		122.0
pixel	90	13175512	0	345	172.5		119	119			0	BG	FF47	00	00	83	00	119		126.0
pixel	90	13175512	0	345	172.5		120	120			0	BG	FF47	00	00	83	00	120		126.0
fetch	90	13175512	0	345	172.5	GET_TILE_T1	0	121							00	83	00	121		126.0
pixel	90	13175512	0	345	172.5		121	121			0	BG	FF47	00	00	83	00	121		126.0
pixel	90	13175512	0	345	172.5		122	122			0	BG	FF47	00	00	83	00	122		126.0
fetch	90	13175512	0	345	172.5	GET_TILE_DATA_LOWER_T1	2	123							00	83	00	123		126.0
pixel	90	13175520	0	353	176.5		123	123			0	BG	FF47	00	00	83	00	123		130.0
pixel	90	13175520	0	353	176.5		124	124			0	BG	FF47	00	00	83	00	124		130.0
fetch	90	13175520	0	353	176.5	GET_TILE_DATA_HIGH_T1	4	125							00	83	00	125		130.0
pixel	90	13175520	0	353	176.5		125	125			0	BG	FF47	00	00	83	00	125		130.0
pixel	90	13175520	0	353	176.5		126	126			0	BG	FF47	00	00	83	00	126		130.0
pixel	90	13175528	0	361	180.5		127	127			0	BG	FF47	00	00	83	00	127		134.0
pixel	90	13175528	0	361	180.5		128	128			0	BG	FF47	00	00	83	00	128		134.0
fetch	90	13175528	0	361	180.5	GET_TILE_T1	0	129							00	83	00	129		134.0
pixel	90	13175528	0	361	180.5		129	129			0	BG	FF47	00	00	83	00	129		134.0
pixel	90	13175528	0	361	180.5		130	130			0	BG	FF47	00	00	83	00	130		134.0
fetch	90	13175528	0	361	180.5	GET_TILE_DATA_LOWER_T1	2	131							00	83	00	131		134.0
pixel	90	13175536	0	369	184.5		131	131			0	BG	FF47	00	00	83	00	131		138.0
pixel	90	13175536	0	369	184.5		132	132			0	BG	FF47	00	00	83	00	132		138.0
fetch	90	13175536	0	369	184.5	GET_TILE_DATA_HIGH_T1	4	133							00	83	00	133		138.0
pixel	90	13175536	0	369	184.5		133	133			0	BG	FF47	00	00	83	00	133		138.0
pixel	90	13175536	0	369	184.5		134	134			0	BG	FF47	00	00	83	00	134		138.0
pixel	90	13175544	0	377	188.5		135	135			0	BG	FF47	00	00	83	00	135		142.0
pixel	90	13175544	0	377	188.5		136	136			0	BG	FF47	00	00	83	00	136		142.0
fetch	90	13175544	0	377	188.5	GET_TILE_T1	0	137							00	83	00	137		142.0
pixel	90	13175544	0	377	188.5		137	137			0	BG	FF47	00	00	83	00	137		142.0
pixel	90	13175544	0	377	188.5		138	138			0	BG	FF47	00	00	83	00	138		142.0
fetch	90	13175544	0	377	188.5	GET_TILE_DATA_LOWER_T1	2	139							00	83	00	139		142.0
pixel	90	13175552	0	385	192.5		139	139			0	BG	FF47	00	00	83	00	139		146.0
pixel	90	13175552	0	385	192.5		140	140			0	BG	FF47	00	00	83	00	140		146.0
fetch	90	13175552	0	385	192.5	GET_TILE_DATA_HIGH_T1	4	141							00	83	00	141		146.0
pixel	90	13175552	0	385	192.5		141	141			0	BG	FF47	00	00	83	00	141		146.0
pixel	90	13175552	0	385	192.5		142	142			0	BG	FF47	00	00	83	00	142		146.0
pixel	90	13175556	0	389	194.5		143	143			0	BG	FF47	00	00	83	00	143		148.0
pixel	90	13175556	0	389	194.5		144	144			0	BG	FF47	00	00	83	00	144		148.0
fetch	90	13175556	0	389	194.5	GET_TILE_T1	0	145							00	83	00	145		148.0
pixel	90	13175558	0	391	195.5		145	145			0	BG	FF47	FF	00	83	00	145		149.0
write	90	13175558	0	391	195.5				FF47	FF					00	83	00		PALETTE_DMG	149.0
pixel	90	13175568	0	401	200.5		146	146			0	BG	FF47	FF	00	83	00	146		154.0
fetch	90	13175568	0	401	200.5	GET_TILE_DATA_LOWER_T1	2	147							00	83	00	147		154.0
pixel	90	13175568	0	401	200.5		147	147			0	BG	FF47	FF	00	83	00	147		154.0
pixel	90	13175568	0	401	200.5		148	148			0	BG	FF47	FF	00	83	00	148		154.0
fetch	90	13175568	0	401	200.5	GET_TILE_DATA_HIGH_T1	4	149							00	83	00	149		154.0
pixel	90	13175568	0	401	200.5		149	149			0	BG	FF47	FF	00	83	00	149		154.0
pixel	90	13175568	0	401	200.5		150	150			0	BG	FF47	FF	00	83	00	150		154.0
pixel	90	13175576	0	409	204.5		151	151			0	BG	FF47	FF	00	83	00	151		158.0
pixel	90	13175576	0	409	204.5		152	152			0	BG	FF47	FF	00	83	00	152		158.0
fetch	90	13175576	0	409	204.5	GET_TILE_T1	0	153							00	83	00	153		158.0
pixel	90	13175576	0	409	204.5		153	153			0	BG	FF47	FF	00	83	00	153		158.0
pixel	90	13175576	0	409	204.5		154	154			0	BG	FF47	FF	00	83	00	154		158.0
fetch	90	13175576	0	409	204.5	GET_TILE_DATA_LOWER_T1	2	155							00	83	00	155		158.0
pixel	90	13175580	0	413	206.5		155	155			0	BG	FF47	FF	00	83	00	155		160.0
pixel	90	13175580	0	413	206.5		156	156			0	BG	FF47	FF	00	83	00	156		160.0
fetch	90	13175580	0	413	206.5	GET_TILE_DATA_HIGH_T1	4	157							00	83	00	157		160.0
pixel	90	13175582	0	415	207.5		157	157			0	BG	FF47	FF	00	83	00	157		161.0
write	90	13175582	0	415	207.5				FF47	00					00	83	00		PALETTE_DMG	161.0
pixel	90	13175592	0	425	212.5		158	158			0	BG	FF47	00	00	83	00	158		166.0
pixel	90	13175592	0	425	212.5		159	159			0	BG	FF47	00	00	83	00	159		166.0
